,Date,from_station_name,Mean_Temperature_F,Events,number_of_trips
8321,08/11/2015,PATH / 9th Ave & Westlake Ave,52.0,Rain,7
8322,08/11/2015,Pier 69 / Alaskan Way & Clay St,52.0,Rain,5
8323,08/11/2015,Pine St & 9th Ave,52.0,Rain,1
8324,08/11/2015,REI / Yale Ave N & John St,52.0,Rain,5
8325,08/11/2015,Republican St & Westlake Ave N,52.0,Rain,1
8326,08/11/2015,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,52.0,Rain,2
8327,08/11/2015,Seattle University / E Columbia St & 12th Ave,52.0,Rain,1
8328,08/11/2015,Summit Ave & E Denny Way,52.0,Rain,4
8329,08/11/2015,Summit Ave E & E Republican St,52.0,Rain,3
8330,08/11/2015,Terry Ave & Stewart St,52.0,Rain,1
8331,08/11/2015,UW Engineering Library / E Stevens Way NE & Jefferson Rd,52.0,Rain,1
8332,08/11/2015,Union St & 4th Ave,52.0,Rain,1
8333,08/11/2015,Westlake Ave & 6th Ave,52.0,Rain,2
8334,08/12/2014,12th Ave & E Denny Way,55.0,Rain,10
8335,08/12/2014,12th Ave & E Mercer St,55.0,Rain,10
8336,08/12/2014,12th Ave & NE Campus Pkwy,55.0,Rain,2
8337,08/12/2014,15th Ave E & E Thomas St,55.0,Rain,14
8338,08/12/2014,1st Ave & Marion St,55.0,Rain,4
8339,08/12/2014,2nd Ave & Blanchard St,55.0,Rain,12
8340,08/12/2014,2nd Ave & Pine St,55.0,Rain,26
8341,08/12/2014,2nd Ave & Spring St,55.0,Rain,4
8342,08/12/2014,2nd Ave & Vine St,55.0,Rain,16
8343,08/12/2014,3rd Ave & Broad St,55.0,Rain,18
8344,08/12/2014,6th Ave & Blanchard St,55.0,Rain,8
8345,08/12/2014,6th Ave S & S King St,55.0,Rain,4
8346,08/12/2014,7th Ave & Union St,55.0,Rain,6
8347,08/12/2014,9th Ave N & Mercer St,55.0,Rain,10
8348,08/12/2014,Bellevue Ave & E Pine St,55.0,Rain,22
8349,08/12/2014,Burke Museum / E Stevens Way NE & Memorial Way NE,55.0,Rain,2
8350,08/12/2014,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,55.0,Rain,2
8351,08/12/2014,Cal Anderson Park / 11th Ave & Pine St,55.0,Rain,12
8352,08/12/2014,Children's Hospital / Sandpoint Way NE & 40th Ave NE,55.0,Rain,2
8353,08/12/2014,City Hall / 4th Ave & James St,55.0,Rain,2
8354,08/12/2014,Dexter Ave & Denny Way,55.0,Rain,6
8355,08/12/2014,Dexter Ave N & Aloha St,55.0,Rain,8
8356,08/12/2014,E Blaine St & Fairview Ave E,55.0,Rain,12
8357,08/12/2014,E Harrison St & Broadway Ave E,55.0,Rain,22
8358,08/12/2014,E Pine St & 16th Ave,55.0,Rain,20
8359,08/12/2014,Eastlake Ave E & E Allison St,55.0,Rain,4
8360,08/12/2014,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,55.0,Rain,6
8361,08/12/2014,Frye Art Museum / Terry Ave & Columbia St,55.0,Rain,10
8362,08/12/2014,Harvard Ave & E Pine St,55.0,Rain,10
8363,08/12/2014,Key Arena / 1st Ave N & Harrison St,55.0,Rain,10
8364,08/12/2014,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,55.0,Rain,4
8365,08/12/2014,Lake Union Park / Valley St & Boren Ave N,55.0,Rain,2
8366,08/12/2014,NE 47th St & 12th Ave NE,55.0,Rain,10
8367,08/12/2014,Occidental Park / Occidental Ave S & S Washington St,55.0,Rain,6
8368,08/12/2014,PATH / 9th Ave & Westlake Ave,55.0,Rain,16
8369,08/12/2014,Pier 69 / Alaskan Way & Clay St,55.0,Rain,2
8370,08/12/2014,Pine St & 9th Ave,55.0,Rain,2
8371,08/12/2014,REI / Yale Ave N & John St,55.0,Rain,14
8372,08/12/2014,Republican St & Westlake Ave N,55.0,Rain,6
8373,08/12/2014,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,55.0,Rain,6
8374,08/12/2014,Seattle University / E Columbia St & 12th Ave,55.0,Rain,4
8375,08/12/2014,Summit Ave & E Denny Way,55.0,Rain,8
8376,08/12/2014,Summit Ave E & E Republican St,55.0,Rain,14
8377,08/12/2014,UW Engineering Library / E Stevens Way NE & Jefferson Rd,55.0,Rain,6
8378,08/12/2014,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,55.0,Rain,4
8379,08/12/2014,Westlake Ave & 6th Ave,55.0,Rain,12
8380,08/12/2015,12th Ave & E Denny Way,58.0,Rain,6
8381,08/12/2015,12th Ave & E Mercer St,58.0,Rain,6
8382,08/12/2015,12th Ave & E Yesler Way,58.0,Rain,1
8383,08/12/2015,12th Ave & NE Campus Pkwy,58.0,Rain,2
8384,08/12/2015,15th Ave E & E Thomas St,58.0,Rain,2
8385,08/12/2015,15th Ave NE & NE 40th St,58.0,Rain,1
8386,08/12/2015,1st Ave & Marion St,58.0,Rain,3
8387,08/12/2015,2nd Ave & Blanchard St,58.0,Rain,4
8388,08/12/2015,2nd Ave & Pine St,58.0,Rain,1
8389,08/12/2015,2nd Ave & Spring St,58.0,Rain,4
8390,08/12/2015,2nd Ave & Vine St,58.0,Rain,5
8391,08/12/2015,3rd Ave & Broad St,58.0,Rain,3
8392,08/12/2015,6th Ave & Blanchard St,58.0,Rain,2
8393,08/12/2015,7th Ave & Union St,58.0,Rain,1
8394,08/12/2015,9th Ave N & Mercer St,58.0,Rain,4
8395,08/12/2015,Bellevue Ave & E Pine St,58.0,Rain,6
8396,08/12/2015,Cal Anderson Park / 11th Ave & Pine St,58.0,Rain,7
8397,08/12/2015,Children's Hospital / Sandpoint Way NE & 40th Ave NE,58.0,Rain,1
8398,08/12/2015,City Hall / 4th Ave & James St,58.0,Rain,1
8399,08/12/2015,Dexter Ave & Denny Way,58.0,Rain,4
8400,08/12/2015,Dexter Ave N & Aloha St,58.0,Rain,9
8401,08/12/2015,E Blaine St & Fairview Ave E,58.0,Rain,5
8402,08/12/2015,E Harrison St & Broadway Ave E,58.0,Rain,8
8403,08/12/2015,E Pine St & 16th Ave,58.0,Rain,10
8404,08/12/2015,Eastlake Ave E & E Allison St,58.0,Rain,2
8405,08/12/2015,Frye Art Museum / Terry Ave & Columbia St,58.0,Rain,1
8406,08/12/2015,Harvard Ave & E Pine St,58.0,Rain,5
8407,08/12/2015,Key Arena / 1st Ave N & Harrison St,58.0,Rain,2
8408,08/12/2015,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,58.0,Rain,3
8409,08/12/2015,Lake Union Park / Valley St & Boren Ave N,58.0,Rain,1
8410,08/12/2015,Mercer St & 9th Ave N,58.0,Rain,2
8411,08/12/2015,NE 42nd St & University Way NE,58.0,Rain,1
8412,08/12/2015,NE 47th St & 12th Ave NE,58.0,Rain,2
8413,08/12/2015,Occidental Park / Occidental Ave S & S Washington St,58.0,Rain,2
8414,08/12/2015,PATH / 9th Ave & Westlake Ave,58.0,Rain,4
8415,08/12/2015,Pier 69 / Alaskan Way & Clay St,58.0,Rain,3
8416,08/12/2015,REI / Yale Ave N & John St,58.0,Rain,4
8417,08/12/2015,Republican St & Westlake Ave N,58.0,Rain,4
8418,08/12/2015,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,58.0,Rain,1
8419,08/12/2015,Seattle University / E Columbia St & 12th Ave,58.0,Rain,7
8420,08/12/2015,Summit Ave & E Denny Way,58.0,Rain,4
8421,08/12/2015,Summit Ave E & E Republican St,58.0,Rain,6
8422,08/12/2015,Terry Ave & Stewart St,58.0,Rain,8
8423,08/12/2015,UW Engineering Library / E Stevens Way NE & Jefferson Rd,58.0,Rain,4
8424,08/12/2015,Union St & 4th Ave,58.0,Rain,5
8425,08/12/2015,Westlake Ave & 6th Ave,58.0,Rain,2
8426,09/01/2015,12th Ave & E Denny Way,44.0,Fog-Rain,16
8427,09/01/2015,12th Ave & E Mercer St,44.0,Fog-Rain,2
8428,09/01/2015,12th Ave & NE Campus Pkwy,44.0,Fog-Rain,6
8429,09/01/2015,15th Ave E & E Thomas St,44.0,Fog-Rain,12
8430,09/01/2015,15th Ave NE & NE 40th St,44.0,Fog-Rain,6
8431,09/01/2015,1st Ave & Marion St,44.0,Fog-Rain,18
8432,09/01/2015,2nd Ave & Blanchard St,44.0,Fog-Rain,22
8433,09/01/2015,2nd Ave & Pine St,44.0,Fog-Rain,14
8434,09/01/2015,2nd Ave & Spring St,44.0,Fog-Rain,10
8435,09/01/2015,2nd Ave & Vine St,44.0,Fog-Rain,22
8436,09/01/2015,3rd Ave & Broad St,44.0,Fog-Rain,14
8437,09/01/2015,6th Ave & Blanchard St,44.0,Fog-Rain,16
8438,09/01/2015,6th Ave S & S King St,44.0,Fog-Rain,6
8439,09/01/2015,7th Ave & Union St,44.0,Fog-Rain,30
8440,09/01/2015,9th Ave N & Mercer St,44.0,Fog-Rain,8
8441,09/01/2015,Bellevue Ave & E Pine St,44.0,Fog-Rain,12
8442,09/01/2015,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,44.0,Fog-Rain,2
8443,09/01/2015,Cal Anderson Park / 11th Ave & Pine St,44.0,Fog-Rain,26
8444,09/01/2015,Children's Hospital / Sandpoint Way NE & 40th Ave NE,44.0,Fog-Rain,8
8445,09/01/2015,City Hall / 4th Ave & James St,44.0,Fog-Rain,10
8446,09/01/2015,Dexter Ave & Denny Way,44.0,Fog-Rain,6
8447,09/01/2015,Dexter Ave N & Aloha St,44.0,Fog-Rain,10
8448,09/01/2015,E Blaine St & Fairview Ave E,44.0,Fog-Rain,26
8449,09/01/2015,E Harrison St & Broadway Ave E,44.0,Fog-Rain,22
8450,09/01/2015,E Pine St & 16th Ave,44.0,Fog-Rain,28
8451,09/01/2015,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,44.0,Fog-Rain,8
8452,09/01/2015,Frye Art Museum / Terry Ave & Columbia St,44.0,Fog-Rain,12
8453,09/01/2015,Harvard Ave & E Pine St,44.0,Fog-Rain,4
8454,09/01/2015,Key Arena / 1st Ave N & Harrison St,44.0,Fog-Rain,22
8455,09/01/2015,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,44.0,Fog-Rain,2
8456,09/01/2015,Lake Union Park / Valley St & Boren Ave N,44.0,Fog-Rain,4
8457,09/01/2015,NE 42nd St & University Way NE,44.0,Fog-Rain,2
8458,09/01/2015,NE 47th St & 12th Ave NE,44.0,Fog-Rain,4
8459,09/01/2015,Occidental Park / Occidental Ave S & S Washington St,44.0,Fog-Rain,14
8460,09/01/2015,PATH / 9th Ave & Westlake Ave,44.0,Fog-Rain,30
8461,09/01/2015,Pier 69 / Alaskan Way & Clay St,44.0,Fog-Rain,16
8462,09/01/2015,Pine St & 9th Ave,44.0,Fog-Rain,12
8463,09/01/2015,REI / Yale Ave N & John St,44.0,Fog-Rain,30
8464,09/01/2015,Republican St & Westlake Ave N,44.0,Fog-Rain,12
8465,09/01/2015,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,44.0,Fog-Rain,10
8466,09/01/2015,Seattle University / E Columbia St & 12th Ave,44.0,Fog-Rain,6
8467,09/01/2015,Summit Ave & E Denny Way,44.0,Fog-Rain,14
8468,09/01/2015,Summit Ave E & E Republican St,44.0,Fog-Rain,12
8469,09/01/2015,UW Engineering Library / E Stevens Way NE & Jefferson Rd,44.0,Fog-Rain,8
8470,09/01/2015,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,44.0,Fog-Rain,4
8471,09/01/2015,UW McCarty Hall / Whitman Ct,44.0,Fog-Rain,2
8472,09/01/2015,Westlake Ave & 6th Ave,44.0,Fog-Rain,16
8473,09/01/2016,12th Ave & E Denny Way,39.0,Fog,2
8474,09/01/2016,12th Ave & E Mercer St,39.0,Fog,4
8475,09/01/2016,12th Ave & E Yesler Way,39.0,Fog,1
8476,09/01/2016,15th Ave E & E Thomas St,39.0,Fog,1
8477,09/01/2016,15th Ave NE & NE 40th St,39.0,Fog,2
8478,09/01/2016,1st Ave & Marion St,39.0,Fog,2
8479,09/01/2016,2nd Ave & Blanchard St,39.0,Fog,3
8480,09/01/2016,2nd Ave & Pine St,39.0,Fog,7
8481,09/01/2016,2nd Ave & Spring St,39.0,Fog,1
8482,09/01/2016,2nd Ave & Vine St,39.0,Fog,6
8483,09/01/2016,3rd Ave & Broad St,39.0,Fog,11
8484,09/01/2016,6th Ave S & S King St,39.0,Fog,2
8485,09/01/2016,7th Ave & Union St,39.0,Fog,2
8486,09/01/2016,Bellevue Ave & E Pine St,39.0,Fog,6
8487,09/01/2016,Burke Museum / E Stevens Way NE & Memorial Way NE,39.0,Fog,7
8488,09/01/2016,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,39.0,Fog,2
8489,09/01/2016,Cal Anderson Park / 11th Ave & Pine St,39.0,Fog,7
8490,09/01/2016,Dexter Ave & Denny Way,39.0,Fog,1
8491,09/01/2016,Dexter Ave N & Aloha St,39.0,Fog,3
8492,09/01/2016,E Blaine St & Fairview Ave E,39.0,Fog,1
8493,09/01/2016,E Harrison St & Broadway Ave E,39.0,Fog,5
8494,09/01/2016,E Pine St & 16th Ave,39.0,Fog,8
8495,09/01/2016,Eastlake Ave E & E Allison St,39.0,Fog,5
8496,09/01/2016,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,39.0,Fog,2
8497,09/01/2016,Harvard Ave & E Pine St,39.0,Fog,4
8498,09/01/2016,Key Arena / 1st Ave N & Harrison St,39.0,Fog,5
8499,09/01/2016,Lake Union Park / Valley St & Boren Ave N,39.0,Fog,3
8500,09/01/2016,NE 42nd St & University Way NE,39.0,Fog,2
8501,09/01/2016,NE 47th St & 12th Ave NE,39.0,Fog,2
8502,09/01/2016,NE Pacific St/UW Medical Center,39.0,Fog,4
8503,09/01/2016,Occidental Park / Occidental Ave S & S Washington St,39.0,Fog,1
8504,09/01/2016,Pier 69 / Alaskan Way & Clay St,39.0,Fog,5
8505,09/01/2016,Pine St & 9th Ave,39.0,Fog,1
8506,09/01/2016,REI / Yale Ave N & John St,39.0,Fog,2
8507,09/01/2016,Republican St & Westlake Ave N,39.0,Fog,3
8508,09/01/2016,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,39.0,Fog,4
8509,09/01/2016,Seattle University / E Columbia St & 12th Ave,39.0,Fog,1
8510,09/01/2016,Summit Ave E & E Republican St,39.0,Fog,5
8511,09/01/2016,UW Engineering Library / E Stevens Way NE & Jefferson Rd,39.0,Fog,3
8512,09/01/2016,UW Intramural Activities Building,39.0,Fog,3
8513,09/01/2016,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,39.0,Fog,2
8514,09/01/2016,Union St & 4th Ave,39.0,Fog,3
8515,09/01/2016,Westlake Ave & 6th Ave,39.0,Fog,3
8516,09/02/2015,12th Ave & E Denny Way,52.0,Rain,2
8517,09/02/2015,12th Ave & E Mercer St,52.0,Rain,4
8518,09/02/2015,12th Ave & NE Campus Pkwy,52.0,Rain,2
8519,09/02/2015,15th Ave E & E Thomas St,52.0,Rain,10
8520,09/02/2015,15th Ave NE & NE 40th St,52.0,Rain,6
8521,09/02/2015,1st Ave & Marion St,52.0,Rain,10
8522,09/02/2015,2nd Ave & Blanchard St,52.0,Rain,32
8523,09/02/2015,2nd Ave & Pine St,52.0,Rain,24
8524,09/02/2015,2nd Ave & Spring St,52.0,Rain,6
8525,09/02/2015,2nd Ave & Vine St,52.0,Rain,8
8526,09/02/2015,3rd Ave & Broad St,52.0,Rain,10
8527,09/02/2015,6th Ave & Blanchard St,52.0,Rain,8
8528,09/02/2015,6th Ave S & S King St,52.0,Rain,4
8529,09/02/2015,7th Ave & Union St,52.0,Rain,18
8530,09/02/2015,9th Ave N & Mercer St,52.0,Rain,14
8531,09/02/2015,Burke Museum / E Stevens Way NE & Memorial Way NE,52.0,Rain,4
8532,09/02/2015,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,52.0,Rain,6
8533,09/02/2015,Cal Anderson Park / 11th Ave & Pine St,52.0,Rain,18
8534,09/02/2015,Children's Hospital / Sandpoint Way NE & 40th Ave NE,52.0,Rain,6
8535,09/02/2015,City Hall / 4th Ave & James St,52.0,Rain,8
8536,09/02/2015,Dexter Ave & Denny Way,52.0,Rain,16
8537,09/02/2015,Dexter Ave N & Aloha St,52.0,Rain,12
8538,09/02/2015,E Blaine St & Fairview Ave E,52.0,Rain,10
8539,09/02/2015,E Harrison St & Broadway Ave E,52.0,Rain,10
8540,09/02/2015,E Pine St & 16th Ave,52.0,Rain,12
8541,09/02/2015,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,52.0,Rain,4
8542,09/02/2015,Frye Art Museum / Terry Ave & Columbia St,52.0,Rain,4
8543,09/02/2015,Harvard Ave & E Pine St,52.0,Rain,22
8544,09/02/2015,Key Arena / 1st Ave N & Harrison St,52.0,Rain,8
8545,09/02/2015,Lake Union Park / Valley St & Boren Ave N,52.0,Rain,8
8546,09/02/2015,NE 42nd St & University Way NE,52.0,Rain,2
8547,09/02/2015,Occidental Park / Occidental Ave S & S Washington St,52.0,Rain,8
8548,09/02/2015,PATH / 9th Ave & Westlake Ave,52.0,Rain,32
8549,09/02/2015,Pier 69 / Alaskan Way & Clay St,52.0,Rain,12
8550,09/02/2015,Pine St & 9th Ave,52.0,Rain,20
8551,09/02/2015,REI / Yale Ave N & John St,52.0,Rain,22
8552,09/02/2015,Republican St & Westlake Ave N,52.0,Rain,20
8553,09/02/2015,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,52.0,Rain,8
8554,09/02/2015,Seattle University / E Columbia St & 12th Ave,52.0,Rain,8
8555,09/02/2015,Summit Ave & E Denny Way,52.0,Rain,10
8556,09/02/2015,Summit Ave E & E Republican St,52.0,Rain,14
8557,09/02/2015,UW Engineering Library / E Stevens Way NE & Jefferson Rd,52.0,Rain,10
8558,09/02/2015,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,52.0,Rain,6
8559,09/02/2015,UW McCarty Hall / Whitman Ct,52.0,Rain,4
8560,09/02/2015,Westlake Ave & 6th Ave,52.0,Rain,22
8561,09/02/2016,12th Ave & E Denny Way,50.0,Fog,8
8562,09/02/2016,12th Ave & E Mercer St,50.0,Fog,7
8563,09/02/2016,12th Ave & E Yesler Way,50.0,Fog,2
8564,09/02/2016,12th Ave & NE Campus Pkwy,50.0,Fog,5
8565,09/02/2016,15th Ave E & E Thomas St,50.0,Fog,3
8566,09/02/2016,15th Ave NE & NE 40th St,50.0,Fog,2
8567,09/02/2016,1st Ave & Marion St,50.0,Fog,4
8568,09/02/2016,2nd Ave & Blanchard St,50.0,Fog,3
8569,09/02/2016,2nd Ave & Pine St,50.0,Fog,7
8570,09/02/2016,2nd Ave & Spring St,50.0,Fog,4
8571,09/02/2016,2nd Ave & Vine St,50.0,Fog,8
8572,09/02/2016,3rd Ave & Broad St,50.0,Fog,8
8573,09/02/2016,6th Ave & Blanchard St,50.0,Fog,6
8574,09/02/2016,6th Ave S & S King St,50.0,Fog,3
8575,09/02/2016,9th Ave N & Mercer St,50.0,Fog,6
8576,09/02/2016,Bellevue Ave & E Pine St,50.0,Fog,11
8577,09/02/2016,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,50.0,Fog,1
8578,09/02/2016,Cal Anderson Park / 11th Ave & Pine St,50.0,Fog,6
8579,09/02/2016,Children's Hospital / Sandpoint Way NE & 40th Ave NE,50.0,Fog,1
8580,09/02/2016,City Hall / 4th Ave & James St,50.0,Fog,4
8581,09/02/2016,Dexter Ave & Denny Way,50.0,Fog,4
8582,09/02/2016,Dexter Ave N & Aloha St,50.0,Fog,13
8583,09/02/2016,E Blaine St & Fairview Ave E,50.0,Fog,8
8584,09/02/2016,E Harrison St & Broadway Ave E,50.0,Fog,9
8585,09/02/2016,E Pine St & 16th Ave,50.0,Fog,15
8586,09/02/2016,Eastlake Ave E & E Allison St,50.0,Fog,2
8587,09/02/2016,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,50.0,Fog,3
8588,09/02/2016,Frye Art Museum / Terry Ave & Columbia St,50.0,Fog,5
8589,09/02/2016,Harvard Ave & E Pine St,50.0,Fog,4
8590,09/02/2016,Key Arena / 1st Ave N & Harrison St,50.0,Fog,8
8591,09/02/2016,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,50.0,Fog,7
8592,09/02/2016,Lake Union Park / Valley St & Boren Ave N,50.0,Fog,5
8593,09/02/2016,Mercer St & 9th Ave N,50.0,Fog,3
8594,09/02/2016,NE 42nd St & University Way NE,50.0,Fog,4
8595,09/02/2016,NE Pacific St/UW Medical Center,50.0,Fog,1
8596,09/02/2016,Occidental Park / Occidental Ave S & S Washington St,50.0,Fog,1
8597,09/02/2016,PATH / 9th Ave & Westlake Ave,50.0,Fog,1
8598,09/02/2016,Pier 69 / Alaskan Way & Clay St,50.0,Fog,5
8599,09/02/2016,Pine St & 9th Ave,50.0,Fog,4
8600,09/02/2016,REI / Yale Ave N & John St,50.0,Fog,3
8601,09/02/2016,Republican St & Westlake Ave N,50.0,Fog,3
8602,09/02/2016,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,50.0,Fog,3
8603,09/02/2016,Seattle University / E Columbia St & 12th Ave,50.0,Fog,8
8604,09/02/2016,Summit Ave & E Denny Way,50.0,Fog,8
8605,09/02/2016,Summit Ave E & E Republican St,50.0,Fog,7
8606,09/02/2016,UW Engineering Library / E Stevens Way NE & Jefferson Rd,50.0,Fog,4
8607,09/02/2016,UW Intramural Activities Building,50.0,Fog,2
8608,09/02/2016,Union St & 4th Ave,50.0,Fog,4
8609,09/02/2016,Westlake Ave & 6th Ave,50.0,Fog,12
8610,09/03/2015,12th Ave & E Denny Way,49.0,BLANK,10
8611,09/03/2015,12th Ave & E Mercer St,49.0,BLANK,10
8612,09/03/2015,12th Ave & NE Campus Pkwy,49.0,BLANK,4
8613,09/03/2015,15th Ave E & E Thomas St,49.0,BLANK,34
8614,09/03/2015,15th Ave NE & NE 40th St,49.0,BLANK,8
8615,09/03/2015,1st Ave & Marion St,49.0,BLANK,12
8616,09/03/2015,2nd Ave & Blanchard St,49.0,BLANK,8
8617,09/03/2015,2nd Ave & Pine St,49.0,BLANK,36
8618,09/03/2015,2nd Ave & Spring St,49.0,BLANK,8
8619,09/03/2015,2nd Ave & Vine St,49.0,BLANK,18
8620,09/03/2015,3rd Ave & Broad St,49.0,BLANK,8
8621,09/03/2015,6th Ave & Blanchard St,49.0,BLANK,6
8622,09/03/2015,6th Ave S & S King St,49.0,BLANK,4
8623,09/03/2015,7th Ave & Union St,49.0,BLANK,8
8624,09/03/2015,9th Ave N & Mercer St,49.0,BLANK,6
8625,09/03/2015,Burke Museum / E Stevens Way NE & Memorial Way NE,49.0,BLANK,4
8626,09/03/2015,Cal Anderson Park / 11th Ave & Pine St,49.0,BLANK,28
8627,09/03/2015,Children's Hospital / Sandpoint Way NE & 40th Ave NE,49.0,BLANK,8
8628,09/03/2015,City Hall / 4th Ave & James St,49.0,BLANK,8
8629,09/03/2015,Dexter Ave & Denny Way,49.0,BLANK,8
8630,09/03/2015,Dexter Ave N & Aloha St,49.0,BLANK,10
8631,09/03/2015,E Blaine St & Fairview Ave E,49.0,BLANK,2
8632,09/03/2015,E Harrison St & Broadway Ave E,49.0,BLANK,32
8633,09/03/2015,E Pine St & 16th Ave,49.0,BLANK,24
8634,09/03/2015,Eastlake Ave E & E Allison St,49.0,BLANK,8
8635,09/03/2015,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,49.0,BLANK,6
8636,09/03/2015,Frye Art Museum / Terry Ave & Columbia St,49.0,BLANK,14
8637,09/03/2015,Harvard Ave & E Pine St,49.0,BLANK,18
8638,09/03/2015,Key Arena / 1st Ave N & Harrison St,49.0,BLANK,20
8639,09/03/2015,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,49.0,BLANK,8
8640,09/03/2015,Lake Union Park / Valley St & Boren Ave N,49.0,BLANK,4
8641,09/03/2015,NE 47th St & 12th Ave NE,49.0,BLANK,8
8642,09/03/2015,Occidental Park / Occidental Ave S & S Washington St,49.0,BLANK,6
8643,09/03/2015,PATH / 9th Ave & Westlake Ave,49.0,BLANK,14
8644,09/03/2015,Pier 69 / Alaskan Way & Clay St,49.0,BLANK,26
8645,09/03/2015,Pine St & 9th Ave,49.0,BLANK,16
8646,09/03/2015,REI / Yale Ave N & John St,49.0,BLANK,32
8647,09/03/2015,Republican St & Westlake Ave N,49.0,BLANK,20
8648,09/03/2015,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,49.0,BLANK,12
8649,09/03/2015,Seattle University / E Columbia St & 12th Ave,49.0,BLANK,14
8650,09/03/2015,Summit Ave & E Denny Way,49.0,BLANK,16
8651,09/03/2015,Summit Ave E & E Republican St,49.0,BLANK,26
8652,09/03/2015,UW Engineering Library / E Stevens Way NE & Jefferson Rd,49.0,BLANK,8
8653,09/03/2015,UW Intramural Activities Building,49.0,BLANK,16
8654,09/03/2015,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,49.0,BLANK,6
8655,09/03/2015,UW McCarty Hall / Whitman Ct,49.0,BLANK,6
8656,09/03/2015,Westlake Ave & 6th Ave,49.0,BLANK,30
8657,09/03/2016,12th Ave & E Denny Way,48.0,Rain,9
8658,09/03/2016,12th Ave & E Mercer St,48.0,Rain,8
8659,09/03/2016,12th Ave & E Yesler Way,48.0,Rain,1
8660,09/03/2016,12th Ave & NE Campus Pkwy,48.0,Rain,1
8661,09/03/2016,15th Ave E & E Thomas St,48.0,Rain,7
8662,09/03/2016,1st Ave & Marion St,48.0,Rain,1
8663,09/03/2016,2nd Ave & Blanchard St,48.0,Rain,2
8664,09/03/2016,2nd Ave & Pine St,48.0,Rain,4
8665,09/03/2016,2nd Ave & Vine St,48.0,Rain,6
8666,09/03/2016,3rd Ave & Broad St,48.0,Rain,7
8667,09/03/2016,6th Ave & Blanchard St,48.0,Rain,1
8668,09/03/2016,7th Ave & Union St,48.0,Rain,6
8669,09/03/2016,9th Ave N & Mercer St,48.0,Rain,3
8670,09/03/2016,Bellevue Ave & E Pine St,48.0,Rain,6
8671,09/03/2016,Burke Museum / E Stevens Way NE & Memorial Way NE,48.0,Rain,1
8672,09/03/2016,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,48.0,Rain,2
8673,09/03/2016,Cal Anderson Park / 11th Ave & Pine St,48.0,Rain,5
8674,09/03/2016,Children's Hospital / Sandpoint Way NE & 40th Ave NE,48.0,Rain,1
8675,09/03/2016,City Hall / 4th Ave & James St,48.0,Rain,4
8676,09/03/2016,Dexter Ave & Denny Way,48.0,Rain,3
8677,09/03/2016,Dexter Ave N & Aloha St,48.0,Rain,7
8678,09/03/2016,E Blaine St & Fairview Ave E,48.0,Rain,4
8679,09/03/2016,E Harrison St & Broadway Ave E,48.0,Rain,7
8680,09/03/2016,E Pine St & 16th Ave,48.0,Rain,14
8681,09/03/2016,Eastlake Ave E & E Allison St,48.0,Rain,1
8682,09/03/2016,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,48.0,Rain,1
8683,09/03/2016,Frye Art Museum / Terry Ave & Columbia St,48.0,Rain,1
8684,09/03/2016,Harvard Ave & E Pine St,48.0,Rain,1
8685,09/03/2016,Key Arena / 1st Ave N & Harrison St,48.0,Rain,7
8686,09/03/2016,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,48.0,Rain,3
8687,09/03/2016,Lake Union Park / Valley St & Boren Ave N,48.0,Rain,1
8688,09/03/2016,Mercer St & 9th Ave N,48.0,Rain,2
8689,09/03/2016,NE 42nd St & University Way NE,48.0,Rain,1
